Customer ID,Customer Name,Age,Gender,Location,Marital Status,Designation,Email ID,Earning,Earning Potential,Spending Limit,Purchased Product Type
9631,Jonathan Snyder,38,Male,West Graceshire,Widowed,Technical sales engineer,vwhite@example.com,353824610,525332090,1790,Other
3824,Anthony Brown,40,Male,Lake Amandaberg,Single,"Scientist, physiological",james91@example.com,525332090,743055840,4550,Electronics
7997,Kyle Jennings,18,Other,Katieshire,Married,Museum/gallery conservator,npark@example.org,743055840,987674290,4760,Electronics
6821,Michael Perry,63,Female,South Phillip,Married,Magazine journalist,ibell@example.org,987674290,1303775750,3350,Appliances
4016,Natalie Stephens,49,Male,Williammouth,Widowed,Dancer,hgross@example.net,1303775750,1653234400,2960,Clothing
7889,Kathleen Watkins,57,Female,South Dawnburgh,Divorced,"Engineer, production",crystal12@example.com,1653234400,1918767740,1960,Clothing
4419,James Martinez,55,Other,Heathermouth,Divorced,"Administrator, charities/voluntary organisations",jeremiah24@example.org,1918767740,2726279370,1130,Furniture
9049,Laura Smith,24,Female,Port Christopherchester,Single,Actuary,zchristensen@example.com,2726279370,3172968980,2160,Electronics
2202,Sherri Holder,46,Male,Lake Eddietown,Single,"Production assistant, television",archerhunter@example.com,3172968980,3255823830,4330,Electronics
4406,Christina Wagner,41,Female,Ramosborough,Single,Archaeologist,tcraig@example.com,3255823830,3995071680,1710,Clothing
8241,Austin King,41,Other,Tommyborough,Married,Housing manager/officer,huynhlindsey@example.net,3995071680,4277016020,2470,Books
3998,Kristine Vasquez,64,Other,Lake Gabrielle,Divorced,Analytical chemist,tmoore@example.net,4277016020,5965305470,2580,Furniture
9788,Terri French,55,Female,Port Jamesmouth,Widowed,Chartered legal executive (England and Wales),lisawallace@example.com,5965305470,6828440310,4560,Clothing
5634,Phyllis Avila,20,Female,Port Eric,Married,"Psychologist, occupational",melanie15@example.com,6828440310,8652711380,1500,Electronics
8535,Tiffany Edwards,51,Male,Salinaschester,Widowed,Environmental health practitioner,hkelley@example.net,8652711380,12059782700,3600,Clothing
6259,Frederick Cortez,59,Other,Jonesport,Married,Claims inspector/assessor,seankennedy@example.com,12059782700,12285509070,2630,Books
5920,Christopher Foley,29,Other,West Cindyburgh,Single,"Engineer, biomedical",bishopchristopher@example.org,12285509070,13354890690,2940,Clothing
2573,Jessica Baker,18,Female,North Kayla,Widowed,"Editor, film/video",greenjohn@example.org,13354890690,17924074290,1910,Electronics
2148,Cody Walker,46,Other,Amyburgh,Divorced,Translator,mguerrero@example.com,17924074290,25378089460,1460,Furniture
2957,Jennifer Hoffman,64,Male,East Georgeville,Widowed,Comptroller,lwillis@example.org,25378089460,35329459210,730,Books
1415,Emily Cole,54,Male,South Christopherland,Divorced,"Journalist, broadcasting",ayersmichael@example.net,35329459210,43779668350,1820,Appliances
2215,Rachel Meadows MD,49,Male,Josephport,Widowed,Radio broadcast assistant,elizabethvasquez@example.org,43779668350,52073724370,1230,Appliances
2447,Timothy Rodriguez,55,Male,Smithfort,Divorced,Theatre stage manager,vcarpenter@example.net,52073724370,73258165100,1110,Books
1614,Jerry Horn,54,Female,South Frances,Widowed,Environmental manager,donaldcabrera@example.com,73258165100,89009096390,4870,Furniture
5960,Miss Elizabeth Foster MD,21,Other,East Laura,Single,Quarry manager,joshua97@example.org,89009096390,94000972780,2900,Books
7455,Darren Garcia,39,Female,Michaelview,Married,"Surveyor, rural practice",ilee@example.org,94000972780,1.18972E+11,1550,Other
1723,Mark Wood,63,Female,East David,Married,Camera operator,teresacunningham@example.com,1.18972E+11,1.24027E+11,3180,Other
4702,Frank Flowers,51,Female,Kimberlyside,Divorced,Higher education lecturer,helen72@example.com,1.24027E+11,1.4231E+11,1750,Books
7190,Jeremy Carrillo,51,Female,New Joe,Widowed,"Accountant, chartered certified",toddjackson@example.com,1.4231E+11,1.73478E+11,3020,Furniture
3063,Daniel Sims,49,Female,Jonathanview,Divorced,"Teacher, music",brianna69@example.org,1.73478E+11,1.84444E+11,2830,Electronics
4097,Alicia Moore,55,Male,Donnaside,Married,Jewellery designer,pallen@example.com,1.84444E+11,2.25123E+11,3130,Other
1610,Grace Lucas,52,Other,Juliefurt,Single,Ergonomist,shawnawatson@example.org,2.25123E+11,2.58806E+11,2930,Other
2634,Paul Wallace,56,Female,Brianland,Single,Barrister's clerk,james50@example.org,2.58806E+11,3.78663E+11,3880,Books
3210,Pamela Smith,37,Female,Danielshire,Divorced,"Programmer, applications",reyesedwin@example.com,3.78663E+11,5.28218E+11,4080,Clothing
4302,Ryan James,45,Female,South Benjaminside,Married,"Engineer, building services",ronaldmckinney@example.net,5.28218E+11,6.31542E+11,2860,Electronics
9375,Caroline Adams,29,Other,West Ericamouth,Married,Brewing technologist,xfarrell@example.com,6.31542E+11,6.97829E+11,2760,Appliances
6817,John West,52,Male,Jessicahaven,Single,Special educational needs teacher,amandasteele@example.net,6.97829E+11,9.10581E+11,4940,Books
2490,Zachary May,23,Female,Port Matthew,Divorced,"Teacher, primary school",kristen90@example.com,9.10581E+11,1.31465E+12,600,Books
7958,Eric Tucker,60,Other,West Paul,Married,Multimedia programmer,qhill@example.net,1.31465E+12,1.60736E+12,3100,Furniture
9735,Alexander Perez,38,Male,East Jacquelineville,Widowed,Herpetologist,tammy80@example.com,1.60736E+12,2.07767E+12,1490,Furniture
2021,David Lee,23,Other,Davidfort,Divorced,Race relations officer,brian04@example.com,2.07767E+12,2.63705E+12,590,Other
8157,Samuel Watson,47,Other,South Daniel,Single,Stage manager,terrellmichael@example.com,2.63705E+12,3.51905E+12,1380,Other
1851,Matthew Anderson,43,Male,Alvarezton,Single,Financial planner,jamie92@example.com,3.51905E+12,3.94333E+12,3130,Electronics
7823,Jason Robertson,33,Other,Waynetown,Married,Ship broker,iwoodward@example.net,3.94333E+12,5.88495E+12,1880,Other
8619,Allison Bailey,38,Female,Brownville,Single,Radiation protection practitioner,kathy06@example.com,5.88495E+12,7.14018E+12,3080,Other
5273,Lisa Frey,51,Female,East Julie,Single,Automotive engineer,justin93@example.com,7.14018E+12,9.70058E+12,690,Furniture
9466,Chad Gates,21,Male,New Shawn,Divorced,Make,parksjohn@example.com,9.70058E+12,1.19367E+13,2300,Furniture
4070,Alicia Martin,62,Other,West Savannahfurt,Widowed,"Surveyor, minerals",lhorton@example.com,1.19367E+13,1.64579E+13,1130,Appliances
8313,Abigail Gallegos,23,Male,Woodshire,Divorced,"Engineer, production",eric17@example.net,1.64579E+13,2.13919E+13,3060,Clothing
7054,Linda Powell,40,Male,East Kylieshire,Single,Fine artist,mburns@example.org,2.13919E+13,2.80943E+13,2950,Appliances
3358,Valerie Guerrero,23,Female,Jeremyberg,Divorced,Colour technologist,mitchelleric@example.net,2.80943E+13,3.15543E+13,3430,Appliances
1927,Justin Melendez,42,Male,Mitchellborough,Widowed,Ceramics designer,slambert@example.com,3.15543E+13,3.71878E+13,4050,Electronics
3111,Veronica Dominguez,24,Female,Lewisland,Divorced,Sports administrator,coxgerald@example.com,3.71878E+13,5.49732E+13,3260,Other
9551,Allison Elliott,26,Other,Heatherchester,Married,Chief Financial Officer,kelly14@example.net,5.49732E+13,5.99678E+13,630,Clothing
5439,John Martinez,52,Other,Adkinsview,Widowed,Recruitment consultant,edward33@example.net,5.99678E+13,7.94621E+13,2340,Furniture
8380,Crystal Wade,33,Female,East Jason,Married,"Engineer, materials",miguel89@example.com,7.94621E+13,9.44689E+13,1650,Electronics
8523,Robert Walker,63,Other,Hoopertown,Widowed,Building control surveyor,bjames@example.org,9.44689E+13,1.36664E+14,3310,Other
8507,Jeffrey White,47,Female,East William,Married,Sports coach,michaeldavis@example.org,1.36664E+14,1.96262E+14,3360,Furniture
1454,Krystal Miles,44,Female,North Paula,Single,Software engineer,jesse14@example.com,1.96262E+14,2.90795E+14,670,Other
8974,Hannah Miller,53,Other,Kristenmouth,Single,Forensic psychologist,mclaughlindave@example.com,2.90795E+14,4.33303E+14,540,Clothing
1279,James Green,49,Female,Reyesmouth,Married,Travel agency manager,michaelmartin@example.net,4.33303E+14,6.35575E+14,2790,Electronics
8865,Jennifer Skinner,34,Other,New John,Divorced,IT technical support officer,aaronbrown@example.org,6.35575E+14,7.79624E+14,2880,Books
1171,Garrett Robinson,32,Other,South Anthony,Divorced,Corporate investment banker,cmoore@example.org,7.79624E+14,1.14081E+15,3090,Books
4864,Jennifer Morgan,20,Female,Michaelview,Widowed,Trade union research officer,gracemckinney@example.org,1.14081E+15,1.53734E+15,4370,Other
3499,Timothy Daniel,56,Other,North Debra,Single,"Runner, broadcasting/film/video",rolson@example.com,1.53734E+15,1.67042E+15,2910,Furniture
2265,Joseph Watson,57,Other,Bestfurt,Widowed,Audiological scientist,michelle36@example.net,1.67042E+15,2.39803E+15,3890,Furniture
5401,Joshua Peterson,25,Other,Brentberg,Married,Accommodation manager,bdodson@example.net,2.39803E+15,3.31758E+15,2920,Appliances
6614,Victoria Reynolds,26,Female,New Barbaraburgh,Single,Multimedia programmer,slong@example.com,3.31758E+15,4.79103E+15,600,Appliances
4626,Kelsey Wilson,53,Other,Cabrerabury,Single,"Therapist, nutritional",ffranklin@example.org,4.79103E+15,6.60577E+15,4280,Furniture
2482,Rebecca Brown,64,Male,New Donnaburgh,Married,Information officer,xfields@example.net,6.60577E+15,7.29365E+15,2770,Books
5425,Micheal Miller,22,Other,Martinfort,Widowed,Horticultural consultant,gsingleton@example.org,7.29365E+15,9.00726E+15,3430,Furniture
6329,Amy Watkins,50,Male,New Stevenstad,Married,IT consultant,emily37@example.net,9.00726E+15,1.02861E+16,2640,Electronics
1368,Mitchell Hammond,34,Male,Brittanystad,Married,Commercial art gallery manager,dvazquez@example.com,1.02861E+16,1.33979E+16,3300,Electronics
5912,Eric Simpson,40,Male,Port Melissa,Widowed,Personnel officer,steven06@example.org,1.33979E+16,1.46459E+16,1070,Clothing
4820,Shannon Walters,40,Female,Brianchester,Married,Paediatric nurse,jose79@example.com,1.46459E+16,2.1411E+16,810,Clothing
7524,Richard Garza,32,Male,Johnsonbury,Single,Holiday representative,rrivera@example.org,2.1411E+16,2.52232E+16,2580,Electronics
6902,Holly Edwards,35,Female,Stokesfort,Single,Ship broker,mwebb@example.net,2.52232E+16,3.41431E+16,2730,Books
7007,Wesley Fields,63,Female,South Nicholas,Single,Hydrographic surveyor,hopkinsmichele@example.net,3.41431E+16,3.68671E+16,2170,Clothing
2497,Michael Suarez,53,Other,Cynthiaport,Single,"Embryologist, clinical",barneslisa@example.com,3.68671E+16,4.57653E+16,3270,Electronics
2367,Robert Nunez,58,Male,North Aaronville,Married,"Production designer, theatre/television/film",thomasrebecca@example.net,4.57653E+16,5.82132E+16,2600,Books
9859,Johnny Adams,64,Other,Sandyhaven,Widowed,"Nurse, adult",christopherhicks@example.com,5.82132E+16,6.95582E+16,1650,Books
2509,James Miller,44,Male,Port Marissamouth,Married,Acupuncturist,huntsteven@example.net,6.95582E+16,7.22754E+16,2730,Furniture
1952,Kyle Fletcher,27,Male,Johnsonland,Divorced,"Therapist, nutritional",ifuller@example.net,7.22754E+16,1.02356E+17,3620,Other
7177,Andrea Sullivan,31,Male,New Diane,Widowed,Agricultural consultant,elizabeth49@example.org,1.02356E+17,1.29663E+17,3300,Electronics
7186,Brian Roberts,30,Female,New Oscarmouth,Widowed,Research scientist (life sciences),olopez@example.com,1.29663E+17,1.36095E+17,2220,Electronics
2593,Daniel Carter,48,Male,New Joshuastad,Married,"Programmer, systems",chavezlaura@example.net,1.36095E+17,1.66625E+17,3440,Electronics
9743,Barbara Martinez,27,Male,Garciabury,Single,Health and safety adviser,costastacey@example.net,1.66625E+17,2.31561E+17,1560,Appliances
8315,Aaron Mitchell,64,Male,Patriciaburgh,Single,Air broker,michellemack@example.net,2.31561E+17,2.54323E+17,4810,Books
2221,Brian Gomez,19,Male,Jennaville,Divorced,Cabin crew,millervictoria@example.net,2.54323E+17,3.31245E+17,640,Electronics
8364,Ronald Peterson,49,Male,West Julie,Married,Control and instrumentation engineer,reynoldsjesse@example.net,3.31245E+17,4.63402E+17,4850,Electronics
1154,Justin White,47,Male,New Theodoreport,Widowed,"Designer, graphic",petersmichelle@example.net,4.63402E+17,6.37788E+17,660,Appliances
7773,Jorge Hanna,28,Male,East Jessica,Single,Museum education officer,kellyjeremy@example.com,6.37788E+17,8.10162E+17,2210,Electronics
9447,Robert Jensen,65,Other,North James,Widowed,Phytotherapist,richardnorris@example.org,8.10162E+17,1.07552E+18,2730,Clothing
3918,Kathryn Cantu,25,Male,Davidfort,Divorced,Electronics engineer,tylerantonio@example.net,1.07552E+18,1.57137E+18,3980,Other
8517,Patrick Walker,44,Male,Alyssahaven,Widowed,"Accountant, chartered management",christopherfernandez@example.net,1.57137E+18,1.70272E+18,4130,Electronics
3516,Raymond Ball,48,Male,Destinyland,Widowed,Dispensing optician,murrayadam@example.net,1.70272E+18,1.9112E+18,740,Clothing
9013,Bradley Patterson,32,Female,Youngville,Divorced,Interpreter,xwolfe@example.org,1.9112E+18,2.80055E+18,1090,Furniture
9053,Mrs. Katherine Kelley DDS,27,Male,South Ryan,Widowed,"Doctor, hospital",davidgarcia@example.org,2.80055E+18,3.2799E+18,1470,Books
8675,Cynthia Lin,35,Male,Port Alex,Married,Data processing manager,scunningham@example.net,3.2799E+18,4.77858E+18,3490,Electronics
8868,Ryan Bennett,55,Female,Sherihaven,Divorced,Medical laboratory scientific officer,zacharybranch@example.net,4.77858E+18,5.84439E+18,4290,Clothing
6668,Timothy Smith,42,Other,North Sandra,Single,"Education officer, environmental",walkererin@example.com,5.84439E+18,6.37808E+18,3390,Furniture
7368,Albert Coleman,38,Male,Kennethview,Married,"Education officer, community",fmorris@example.org,6.37808E+18,7.87796E+18,860,Appliances
7805,Crystal Oliver,56,Female,Lake David,Single,Social researcher,vlyons@example.com,7.87796E+18,1.05452E+19,1720,Furniture
7084,Steve Bell,62,Female,Stevensonmouth,Divorced,"Administrator, arts",aaron27@example.org,1.05452E+19,1.07405E+19,980,Books
5689,Rodney Donovan,60,Male,Heatherfort,Divorced,Housing manager/officer,pmorris@example.com,1.07405E+19,1.36245E+19,4650,Electronics
5393,Kevin Gonzalez,28,Female,Stephensonchester,Widowed,Multimedia specialist,amberfitzpatrick@example.net,1.36245E+19,1.84143E+19,3800,Books
1804,Alicia Villa,44,Female,New Colin,Widowed,English as a foreign language teacher,wrightkristi@example.net,1.84143E+19,2.56987E+19,4590,Books
5766,Anthony Hall,61,Female,Estesside,Married,Youth worker,yleonard@example.com,2.56987E+19,3.05733E+19,760,Electronics
7802,Mark Jones,50,Other,North Barbaratown,Divorced,Pensions consultant,joshuameyer@example.com,3.05733E+19,3.45298E+19,2800,Clothing
7553,Stephanie Young,46,Other,Frederickberg,Single,Futures trader,johnsonjames@example.net,3.45298E+19,3.64209E+19,650,Furniture
7694,Megan Barry,57,Other,Jenniferstad,Married,Sales promotion account executive,lisathompson@example.com,3.64209E+19,4.18982E+19,730,Books
3026,Denise Johnson,65,Other,South Andre,Married,Location manager,joshua23@example.org,4.18982E+19,6.20501E+19,3310,Clothing
1254,Crystal Williamson,38,Male,Floydville,Divorced,"Scientist, clinical (histocompatibility and immunogenetics)",andersonteresa@example.com,6.20501E+19,7.78686E+19,1720,Electronics
2460,Justin Chandler,50,Male,Joelside,Single,Television/film/video producer,andersonkaitlyn@example.net,7.78686E+19,1.15458E+20,2350,Furniture
7980,Max Edwards,45,Male,Lanceland,Married,"Buyer, retail",ythompson@example.net,1.15458E+20,1.1602E+20,800,Clothing
1401,David Sandoval PhD,30,Other,Port Andrew,Widowed,Mental health nurse,mitchellbonnie@example.net,1.1602E+20,1.59095E+20,4400,Furniture
8616,Jon Mercer,39,Male,West Morganchester,Married,"Editor, magazine features",jpierce@example.com,1.59095E+20,1.59252E+20,590,Books
7311,Laurie Small,51,Female,Angelaview,Married,Transport planner,pamela34@example.com,1.59252E+20,2.18476E+20,4970,Appliances
5921,Caitlyn Murray,33,Other,New Shaneton,Single,"Engineer, technical sales",ihughes@example.net,2.18476E+20,2.18843E+20,2840,Books
5009,Christopher Patton,23,Male,Martinville,Divorced,Chiropodist,ryanhernandez@example.com,2.18843E+20,3.06197E+20,600,Electronics
4526,Mary Hill,42,Other,Suzannemouth,Married,"Education officer, community",josephgraham@example.net,3.06197E+20,3.27456E+20,2730,Appliances
8025,Emily Duncan,65,Other,Port Jessehaven,Widowed,Editorial assistant,michele14@example.net,3.27456E+20,4.28604E+20,2250,Books
5274,Antonio Simpson,64,Female,Tonyfurt,Divorced,Nature conservation officer,james74@example.com,4.28604E+20,6.09184E+20,870,Books
8062,Carlos Lopez,45,Female,New Audreyburgh,Divorced,"Producer, radio",dproctor@example.com,6.09184E+20,6.2156E+20,600,Books
4887,Jennifer Lopez,55,Other,New James,Divorced,Magazine journalist,williammooney@example.com,6.2156E+20,6.98957E+20,1030,Electronics
6063,Russell Morris,64,Male,Jamieland,Widowed,Learning disability nurse,adamssabrina@example.com,6.98957E+20,7.32549E+20,4470,Furniture
5759,Jessica Collins,23,Other,Lake James,Divorced,"Engineer, drilling",mosskimberly@example.net,7.32549E+20,8.53319E+20,1140,Books
8987,Gary Smith,37,Male,North Crystalmouth,Single,Stage manager,stonewilliam@example.com,8.53319E+20,9.64154E+20,4320,Electronics
7866,Cameron Hendricks,22,Female,Williamsonview,Married,Forensic psychologist,valdezjennifer@example.com,9.64154E+20,1.07945E+21,2360,Electronics
6212,Susan Lucas,46,Female,Lake Jeffreytown,Widowed,Adult guidance worker,kayla50@example.com,1.07945E+21,1.40718E+21,1630,Books
2918,Bryan Hammond,63,Female,Chadburgh,Widowed,Call centre manager,mweber@example.com,1.40718E+21,1.5115E+21,740,Electronics
4830,William Garcia,53,Male,Kevinbury,Divorced,Technical brewer,pturner@example.net,1.5115E+21,2.05641E+21,4150,Other
3810,Laura Nunez,52,Male,Kristinamouth,Married,Ship broker,estradanicholas@example.net,2.05641E+21,2.72744E+21,2810,Books
3550,Scott Abbott,36,Male,Ritterburgh,Married,"Nurse, mental health",fishermackenzie@example.com,2.72744E+21,3.26077E+21,650,Furniture
9337,Laura Lindsey,50,Male,Dominguezville,Widowed,"Engineer, biomedical",coconnor@example.org,3.26077E+21,3.79025E+21,1110,Clothing
6101,Johnathan Roth,40,Other,South Karenfort,Married,Chief Marketing Officer,johnsonmarcus@example.com,3.79025E+21,4.09304E+21,4690,Furniture
6135,Kevin Kelly,47,Male,North Carol,Single,Emergency planning/management officer,powelljulia@example.net,4.09304E+21,4.4194E+21,930,Books
6589,Kayla Hayden,26,Other,Williamberg,Divorced,Aeronautical engineer,courtneylynch@example.net,4.4194E+21,4.67615E+21,2380,Electronics
4588,Mark Russo,58,Male,Castilloshire,Divorced,Drilling engineer,michael79@example.org,4.67615E+21,4.718E+21,3500,Appliances
1175,Craig Weaver,25,Male,New Victoria,Single,Tour manager,erivas@example.com,4.718E+21,5.12586E+21,750,Appliances
5763,Bonnie Cunningham,44,Male,Port Dianashire,Single,Osteopath,kyle71@example.org,5.12586E+21,6.56509E+21,2850,Appliances
9870,Christina Jackson,23,Male,South Melissastad,Single,Armed forces operational officer,deborah15@example.com,6.56509E+21,9.01268E+21,1290,Clothing
7547,Isaiah Wilson,54,Other,Smithland,Widowed,Agricultural engineer,tina49@example.net,9.01268E+21,9.41631E+21,630,Furniture
5290,Alan Woodard,52,Other,South Jacobberg,Divorced,Retail merchandiser,garymaynard@example.com,9.41631E+21,1.28788E+22,2460,Furniture
4680,Charles Watts,32,Other,Lake Josephside,Divorced,Landscape architect,melanieprice@example.com,1.28788E+22,1.755E+22,4870,Furniture
6485,Beth Lowe,59,Male,Walshstad,Married,Purchasing manager,randy46@example.net,1.755E+22,2.12264E+22,1480,Other
3214,Nicholas Mercer,37,Female,Alvinview,Single,Computer games developer,rayeric@example.net,2.12264E+22,2.21616E+22,1560,Furniture
5528,Robert Watson,49,Other,Gallegosbury,Married,"Administrator, education",penachristina@example.com,2.21616E+22,2.55869E+22,4300,Furniture
9906,Robert Wilson,33,Female,Brentchester,Widowed,Glass blower/designer,michaelcastillo@example.com,2.55869E+22,3.83698E+22,2910,Clothing
8897,Gabriel Morris Jr.,38,Male,Johnsonstad,Married,Electronics engineer,laura15@example.net,3.83698E+22,5.11888E+22,1320,Appliances
8513,James Armstrong,18,Other,Port Carol,Widowed,Fast food restaurant manager,joseph16@example.com,5.11888E+22,6.91968E+22,2240,Furniture
2026,Brian Cuevas,62,Female,Perkinsland,Married,Psychiatric nurse,jenniferedwards@example.org,6.91968E+22,7.87481E+22,840,Books
1825,Jonathan Patel,46,Female,New Abigailburgh,Widowed,Furniture conservator/restorer,markmclean@example.net,7.87481E+22,1.11992E+23,4060,Furniture
2296,Zachary Dawson,48,Female,Maryberg,Single,Environmental health practitioner,emily06@example.org,1.11992E+23,1.44368E+23,3380,Furniture
7567,Charles Edwards,18,Male,New Matthewstad,Widowed,Charity fundraiser,cameron95@example.net,1.44368E+23,1.52225E+23,2800,Books
4532,John Carter,54,Female,Mackenzieborough,Divorced,"Designer, jewellery",gaineskevin@example.net,1.52225E+23,1.61782E+23,1910,Furniture
5287,Kimberly Brown,31,Female,Arthurstad,Single,Control and instrumentation engineer,speterson@example.org,1.61782E+23,1.95697E+23,3830,Appliances
2889,Michelle Mack,53,Male,South Thomasport,Single,Surgeon,wendymoreno@example.com,1.95697E+23,2.28601E+23,3370,Furniture
9020,Wendy Roberts,56,Other,East Lisafurt,Divorced,Lawyer,roberthall@example.org,2.28601E+23,2.57951E+23,4040,Electronics
6397,Douglas Salinas,43,Other,Matthewside,Divorced,Marine scientist,suttonjoshua@example.net,2.57951E+23,3.40859E+23,900,Electronics
4636,Michelle Hubbard,24,Other,Christinebury,Widowed,"Doctor, hospital",codystevens@example.com,3.40859E+23,4.34033E+23,860,Clothing
2318,Brian Melton,47,Male,Amandaborough,Single,"Editor, film/video",mollyshort@example.net,4.34033E+23,5.27141E+23,1880,Furniture
1188,Daniel Torres,61,Other,Robbinsville,Divorced,Interpreter,cynthiajohnson@example.org,5.27141E+23,7.54866E+23,4130,Other
4892,Jessica Cruz,22,Other,Lake Christinamouth,Divorced,Tourism officer,alanthompson@example.org,7.54866E+23,9.13303E+23,600,Appliances
8318,Sandra Peterson,43,Female,North Nathaniel,Single,Transport planner,mjohnson@example.org,9.13303E+23,9.5821E+23,950,Electronics
8023,Victoria Bailey,29,Male,South Samantha,Married,Midwife,charles39@example.org,9.5821E+23,1.13599E+24,1380,Other
